"Timestamp","Gender","What country do you live in?","If United States, what state?","What is your age?","What is the highest level of education you have completed?","If you obtained more than an Bachelor's (Undergraduate) Degree (like a Masters or PhD), would you recommend it?","Job status","Income level in US Dollars","How long have you been working?","If employed, what is your current job title (without the GIS)?","What industry do you work in?","What desktop GIS software do you use?","What desktop GIS software do you mainly use?","If ArcGIS, are you using Pro?","Do you use any design software to finish your maps?","Is your work primarily vector or raster based?","Apart from GIS software, what other software do you use for your work?","Does your work require programming?","Database of choice?","Do you have a professional certification?","How happy are you with your choice of GIS as profession?","How optimistic are you about the future of GIS as a profession?"
"2019/06/15 9:31:59 PM GMT+1","Male","United States","South Carolina","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","1-2 years","EIT","Civil Engineering","ArcGIS;AutoCAD;Google Earth","ArcGIS","Primarily","Bluebeam","Vector",,"No","File Geodatabase (ESRI)","No",7,8
"2019/06/16 11:16:53 AM GMT+1","Male","Norway",,"25 to 34","Master's Degree","Yes","Mangement","$75,000 - $100,000","5-10 years","Manager","Consulting","ArcGIS;AutoCAD;Global Mapper;Google Earth;QGIS;Infraworks","ArcGIS","Primarily","Illustrator","Vector","FME;InDesign;Focus for Autocad, Navisworks","No","File Geodatabase (ESRI)","No",8,9
"2019/06/16 2:28:37 PM GMT+1","Female","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$50,000 - $75,000","2-5 years","Technician","Utilities","ArcGIS;Google Earth;QGIS","ArcGIS","A bit","GIMP","Vector","Access;GIMP;Python;SQL Server","Python;SQL","SQL Server","No",7,7
"2019/06/16 2:39:41 PM GMT+1","Male","United States","North Carolina","35 to 44","Bachelor's (Undergraduate) Degree",,"Higher-level technical / non-management","$100,000 - $150,000","11-25 years","Analyst","Local Government","ArcGIS;Google Earth;QGIS","ArcGIS","50/50","No","50/50","Python;VS Code, GAE","Python;SQL;JavaScript;HTML5/CSS3 is sufficiently complicated as to call it 'programming,' IYAM","I prefer GAE's ndb client PaaS, which is a sort of NoSQL database that has nothing to do with GIS.","No",8,6
"2019/06/16 3:46:42 PM GMT+1","Female","United States","New York","25 to 34","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Mid level","$50,000 - $75,000","5-10 years","Specialist","Real Estate","ArcGIS;Google Earth","ArcGIS","Exclusively","Illustrator","Vector","InDesign;Python","No","File Geodatabase (ESRI)","No",10,10
"2019/06/16 7:33:04 PM GMT+1","Female","United States","North Carolina","18 to 24","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","2-5 years","Support Specialist","GIS & IT (I work for Esri Support so picking a single industry is difficult)","ArcGIS;Google Earth;QGIS","ArcGIS","Primarily","Paint.Net","Vector","Access;PostGIS;Python;SQL Server","Python;SQL;JavaScript;Arcade & JSON","File Geodatabase (ESRI)","No",10,8
"2019/06/16 10:16:01 PM GMT+1","Male","United States","Virginia","25 to 34","Master's Degree","Yes","Mid level","$75,000 - $100,000","5-10 years","Consultant","Consulting","ArcGIS","ArcGIS","Primarily","No","Vector","FME;PostGIS;PyCharm;Python;SQL Server","Python;JavaScript","PostgreSQL","No",8,8
"2019/06/17 12:17:30 AM GMT+1","Male","United States","Wisconsin","18 to 24","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","Under 1 year","Technician","Utilities","ArcGIS","ArcGIS","Primarily","No","Vector","Access","No","File Geodatabase (ESRI)","No",7,6
"2019/06/17 1:49:28 AM GMT+1","Male","United States","Florida","25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Specialist","Academia","ArcGIS;ENVI;Google Earth;GRASS;QGIS","ArcGIS","Primarily","No","Vector","GDAL;InDesign;Matlab;Python","No","File Geodatabase (ESRI)","No",8,7
"2019/06/17 10:21:20 AM GMT+1","Male","United Kingdom",,"25 to 34","Bachelor's (Undergraduate) Degree","Yes","Mid level","$40,000 - $50,000","5-10 years","Analyst","Engineering","ArcGIS;AutoCAD","ArcGIS","50/50","No","Vector","FME;Python;SQL Server","Python","SQL Server","No",6,4
"2019/06/17 11:22:16 AM GMT+1","Male","United States","South Carolina","35 to 44","Master's Degree","Maybe","Self employed (Entrepreneur, Freelancer, etc..)","$75,000 - $100,000","11-25 years","Consultant","Consulting","ArcGIS;Google Earth;QGIS","QGIS","Primarily","No","Vector","FME;GDAL;GIMP;PostGIS;Python","Python;SQL;JavaScript","PostgreSQL","No",8,8
"2019/06/17 11:24:59 AM GMT+1","Male","Australia",,"25 to 34","Bachelor's (Undergraduate) Degree","No","Mid level","$40,000 - $50,000","Under 1 year","Consultant","GIS","ArcGIS;Google Earth","ArcGIS","Exclusively","No","Vector","PyCharm;Python;SQL Server","Python;SQL;.NET;C#;JavaScript","MySQL","No",8,9
"2019/06/17 11:28:43 AM GMT+1","Female","Germany",,"25 to 34","Master's Degree","Yes","Entry level","$30,000 - $40,000","Under 1 year","Developer","GIS","ArcGIS;GRASS;QGIS;Hexagon Geomedia & M.App enterprise","QGIS","No","Illustrator","50/50","GIMP;InDesign;Python;SQL Server;Illustrator, Photoshop","SQL;JavaScript;Java","SQL Server","No",9,8
"2019/06/17 11:58:50 AM GMT+1","Male","United States",,"18 to 24","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","Not employed.","Intern","Natural Resources","ArcGIS;ERDAS;Google Earth;QGIS;R","ArcGIS","A bit","No","50/50","PyCharm;Python;R","Python","File Geodatabase (ESRI)","No",7,8
"2019/06/17 12:12:57 PM GMT+1","Male","United States","Illinois","35 to 44","Master's Degree","Maybe","Mid level","$50,000 - $75,000","11-25 years","Analyst","Transportation","ArcGIS;QGIS","ArcGIS","No","No","Vector","Python","Python;SQL","PostgreSQL","No",8,8
"2019/06/17 12:42:14 PM GMT+1","Male","Lithuania","Not United States","18 to 24","High School or equivalent",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;AutoCAD;Google Earth;MapInfo;QGIS","ArcGIS","A bit","PhotoShop","Raster",,"No","File Geodatabase (ESRI)","No",9,10
"2019/06/17 1:06:22 PM GMT+1","Male","United States","Colorado","35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$100,000 - $150,000","11-25 years","Developer","Defense","QGIS","QGIS",,"No","Vector","GDAL;PostGIS","SQL;JavaScript;Java","SQLite (SpatiaLite, GeoPackage)","No",8,8
"2019/06/17 1:08:40 PM GMT+1","Female","Sweden",,"18 to 24","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;AutoCAD;ENVI;Global Mapper;Google Earth;GRASS;QGIS","ArcGIS","No","GIMP","50/50","GIMP;Pix4D","No","File Geodatabase (ESRI)","No",7,7
"2019/06/17 1:17:29 PM GMT+1","Male","Norway",,"25 to 34","Master's Degree","Yes","Looking for work","$50,000 - $75,000","Not employed.",,,"ArcGIS;Google Earth;QGIS","ArcGIS","A bit","Illustrator","Raster","Petrel, ImageJ, Photoscan, RiScan, LIME, GEMINI Terrain/Surveying","No","File Geodatabase (ESRI)","No",7,9
"2019/06/17 1:26:26 PM GMT+1","Male","Australia",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","2-5 years","Consultant","Consulting","ArcGIS;ENVI;Google Earth;GRASS;QGIS","QGIS",,"GIMP","50/50","Access;GIMP;Pix4D;PostGIS;Python;SQL Server","Python;SQL;JavaScript","PostgreSQL","No",5,5
"2019/06/17 1:42:28 PM GMT+1","Female","United Kingdom",,"18 to 24","Master's Degree","Yes","Mid level","$30,000 - $40,000","2-5 years","Manager","Environmental","ArcGIS;GRASS;MapInfo;QGIS","QGIS","No","No","Vector","Access;PostGIS;Python;R;SQL Server","Python;SQL","PostgreSQL","No",10,10
"2019/06/17 1:47:10 PM GMT+1","Male","Uganda",,"35 to 44","Doctorate degree","Yes","Mid level","$75,000 - $100,000","11-25 years","Consultant","Consulting","ArcGIS","ArcGIS","No","No","Vector","Python;R","No","File Geodatabase (ESRI)","No",10,10
"2019/06/17 1:47:50 PM GMT+1","Male","United States","New York","35 to 44","Master's Degree","Yes","Mid level","$75,000 - $100,000","5-10 years","Statistician","Academia","QGIS","QGIS",,"No","Raster","GDAL;R","R","SQLite (SpatiaLite, GeoPackage)","No",8,7
"2019/06/17 1:51:56 PM GMT+1","Male","United States","Massachusetts","35 to 44","Master's Degree","No","Mid level","$50,000 - $75,000","5-10 years","Technician","Oil and Gas","ArcGIS;Global Mapper;Google Earth;Idrisi;QGIS","ArcGIS","No","No","Vector",,"No","File Geodatabase (ESRI)","No",2,2
"2019/06/17 1:54:50 PM GMT+1","Male","Estonia",,"35 to 44","Master's Degree","Yes","Mid level","$20,000 - $30,000","11-25 years","Cartographer","Local Government","QGIS","QGIS","No","No","Vector","GDAL;PostGIS;Python","No","PostgreSQL","No",9,5
"2019/06/17 2:02:22 PM GMT+1","Male","United States","New York","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$40,000 - $50,000","2-5 years","Specialist","Local Government","ArcGIS;Google Earth;QGIS","ArcGIS","No","No","Vector",,"you can get by without it, but it would be helpful to know","File Geodatabase (ESRI)","No",8,7
"2019/06/17 2:26:03 PM GMT+1","Male","Canada",,"25 to 34","Master's Degree","Maybe","Mid level","$50,000 - $75,000","5-10 years","Geoscientist","Environmental","QGIS","QGIS",,"No","50/50","Python;Excel","Python","None (ShapeFiles baby)","No",7,8
"2019/06/17 2:39:33 PM GMT+1","Male","United States","Massachusetts","35 to 44","Master's Degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Coordinator","Local Government","ArcGIS;AutoCAD;QGIS","ArcGIS","Primarily","No","Vector","Access;GIMP;PyCharm;Python","Python","File Geodatabase (ESRI)","No",7,5
"2019/06/17 2:41:03 PM GMT+1","Male","Netherlands",,"25 to 34","Master's Degree","Yes","Entry level","$20,000 - $30,000","Under 1 year","Developer","Agriculture","QGIS","QGIS",,"No","Raster","GDAL;Python","Python;SQL","PostgreSQL","No",7,7
"2019/06/17 2:50:00 PM GMT+1","Female","United States","California","35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$100,000 - $150,000","11-25 years","Analyst","Natural Resources","ArcGIS","ArcGIS","No","No","Vector","Access;FME;Python","Python;SQL;JavaScript","Oracle","GISP",8,5
"2019/06/17 2:50:23 PM GMT+1","Male","United States","North Carolina","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","Under 1 year","Analyst","Telecommunications","ArcGIS","ArcGIS","A bit","No","Vector","FME","No","File Geodatabase (ESRI)","No",9,10
"2019/06/17 3:04:55 PM GMT+1","Female","United States","New Mexico","35 to 44","2-Year Degree (Technical, Certificate, Associate's, etc)","Yes","Student - University/College","Under $20,000","11-25 years","Intern","Local Government","ArcGIS","ArcGIS","No","No","50/50",,"No","Personal Geodatabase (ESRI)","No",8,10
"2019/06/17 3:26:55 PM GMT+1","Male","United States","Maryland","18 to 24","Master's Degree","Yes","Entry level","$50,000 - $75,000","1-2 years","Scientific Software Engineer","Central Government","QGIS;Caris","QGIS","No","No","Raster","GDAL;PostGIS;PyCharm;Python","Python;JavaScript","SQLite (SpatiaLite, GeoPackage)","No",8,10
"2019/06/17 3:37:25 PM GMT+1","Male","Austria",,"25 to 34","Master's Degree","Yes","Entry level","$40,000 - $50,000","2-5 years","Developer","Environmental","Google Earth;QGIS","QGIS",,"No","50/50","GDAL;PostGIS;Python","Python","PostgreSQL","No",10,10
"2019/06/17 3:41:10 PM GMT+1","Male","United Kingdom",,"25 to 34","Master's Degree","Maybe","Entry level","$40,000 - $50,000","1-2 years","Analyst","Insurance","ArcGIS;QGIS","QGIS","No","No","50/50","Python;R;SAS;SQL Server","Python;R","SQLite (SpatiaLite, GeoPackage)","No",7,5
"2019/06/17 3:41:22 PM GMT+1","Male","United States","Indiana","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","Under 1 year","Cartographic technician","Central Government","ArcGIS","ArcGIS","No","No","Vector","Python;Oracle database editing gui","No","Oracle","No",6,8
"2019/06/17 3:45:27 PM GMT+1","Female","United States","Texas","25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Research Analyst","Local Government","ArcGIS","ArcGIS","50/50","No","Vector","Access;Excel","No","File Geodatabase (ESRI)","No",10,10
"2019/06/17 3:46:13 PM GMT+1","Female","United States","Washington","35 to 44","Master's Degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Archeologist","Tribal","ArcGIS","ArcGIS","Primarily","No","Vector","Access","SQL","File Geodatabase (ESRI)","GISP",10,10
"2019/06/17 3:53:22 PM GMT+1","Male","United States","Tennessee","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","2-5 years","Analyst","Local Government","ArcGIS;Google Earth;GRASS;QGIS","ArcGIS","Primarily","No","Vector","Access;GIMP;Python;SQL Server","Python;SQL;Arcade","SQL Server","No",9,7
"2019/06/17 3:54:50 PM GMT+1","Male","Netherlands",,"25 to 34","Master's Degree","Maybe","Self employed (Entrepreneur, Freelancer, etc..)","$20,000 - $30,000","2-5 years","Developer","GIS","ArcGIS;Google Earth;GRASS;QGIS","QGIS","No","GIMP","Vector","GDAL;GIMP;Python","Python;JavaScript","PostgreSQL","No",8,8
"2019/06/17 3:57:32 PM GMT+1","Female","United States",,"25 to 34","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Student - University/College","$20,000 - $30,000","1-2 years","Intern","Environmental","ArcGIS;Google Earth;QGIS","ArcGIS","50/50","Illustrator","Raster",,"Python","File Geodatabase (ESRI)","No",8,10
"2019/06/17 3:58:37 PM GMT+1","Male","United States","Washington","35 to 44","Master's Degree","Maybe","Senior level, non-managerial.","$75,000 - $100,000","5-10 years","Research Geographer","Natural Resources","ArcGIS;ERDAS;GRASS;QGIS","ArcGIS","50/50","No","50/50","GDAL;PostGIS;PyCharm;Python;R;SQL Server","Python;SQL;R, Fortran, C++","SQLite (SpatiaLite, GeoPackage)","No",7,7
"2019/06/17 4:01:04 PM GMT+1","Male","Australia",,"35 to 44","Master's Degree","Maybe","Mid level","$40,000 - $50,000","5-10 years","(non-GIS field title, nothing about GIS in title)","Archaeology","ArcGIS;Google Earth;GRASS;QGIS;ogr2ogr 4life!","ArcGIS","No","No","50/50","Python;R;Adobe Illustrator, Photoshop, Cygwin, Bash, ImageMagick, Excel","Python","None (ShapeFiles baby)","No",8,7
"2019/06/17 4:04:02 PM GMT+1","Male","United States","Florida","25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","5-10 years","Specialist","Local Government","ArcGIS;Google Earth;QGIS","ArcGIS","50/50","No","Vector","Python;Adobe CC, Excel","Python;SQL","File Geodatabase (ESRI)","GISP",7,7
"2019/06/17 4:05:26 PM GMT+1","Female","Canada",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","Under 1 year","Specialist","Consulting","Google Earth;QGIS","QGIS",,"No","Vector",,"No","None (ShapeFiles baby)","No",9,9
"2019/06/17 4:06:42 PM GMT+1","Male","United States","Maryland","25 to 34","Bachelor's (Undergraduate) Degree",,"Looking for work","$20,000 - $30,000","5-10 years","Sales","Hospitality","ArcGIS","ArcGIS","No","No","50/50","Python","No","File Geodatabase (ESRI)","No",8,9
"2019/06/17 4:06:44 PM GMT+1","Male","United States","Texas","35 to 44","High School or equivalent",,"Mid level","$75,000 - $100,000","11-25 years","Coordinator","Energy","ArcGIS;Global Mapper;Google Earth;FME","ArcGIS","A bit","No","Vector","FME","No","SQL Server","No",7,8
"2019/06/17 4:07:45 PM GMT+1","Male","United States",,"35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$75,000 - $100,000","11-25 years","Analyst","Defense","ArcGIS;SmallWorld;Bentley Map","ArcGIS","Primarily","No","50/50","Microstation;Python","No","File Geodatabase (ESRI)","No",8,8
"2019/06/17 4:11:27 PM GMT+1","Female","United States","Georgia","18 to 24","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","Under 1 year","Intern","Local Government","ArcGIS;QGIS","QGIS","No","No","Vector","R","No","File Geodatabase (ESRI)","No",10,8
"2019/06/17 4:15:31 PM GMT+1","Female","United States","Virginia","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$50,000 - $75,000","2-5 years","Geographer","Central Government","ArcGIS;Google Earth;QGIS","ArcGIS","No","No","Vector","FME;PyCharm;Python;SQL Server","Python;SQL","File Geodatabase (ESRI)","No",10,10
"2019/06/17 4:15:33 PM GMT+1","Male","United States","Tennessee","18 to 24","Got a B.S. getting a Masters now.","Yes","Student - University/College","$50,000 - $75,000","1-2 years","Specialist","Forestry","ArcGIS;Google Earth;QGIS","ArcGIS","Primarily","No","50/50","Pix4D;PyCharm;Python;R","No","None (ShapeFiles baby)","No",7,6
"2019/06/17 4:18:00 PM GMT+1","Male","United States","North Carolina","25 to 34","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Mangement","$40,000 - $50,000","11-25 years","Accountant","Construction","ArcGIS;ERDAS;Google Earth","ArcGIS","No","No","Vector",,"No","SQLite (SpatiaLite, GeoPackage)","No",5,5
"2019/06/17 4:22:45 PM GMT+1","Male","United States","Maryland","45 to 54","Bachelor's (Undergraduate) Degree",,"Mangement","$100,000 - $150,000","5-10 years","Manager","Defense","ArcGIS;AutoCAD;ENVI;ERDAS;Google Earth","ArcGIS","A bit","InDesign, Photoshop and Illustrator","50/50","Access;FME;Python;BloomCE  Cloud Compare, GeoSLAM","Python","File Geodatabase (ESRI)","GISP",9,10
"2019/06/17 4:24:46 PM GMT+1","Male","United States","California","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","Under $20,000","1-2 years","Research Assistant","GIS","ArcGIS","ArcGIS","A bit","No","Vector","Python;SQL Server","Python;SQL","File Geodatabase (ESRI)","GISP",6,6
"2019/06/17 4:25:16 PM GMT+1","Male","United States","Montana","45 to 54","Master's Degree","Yes","Mangement","$50,000 - $75,000","11-25 years","Supervisor","Local Government","ArcGIS;Google Earth;QGIS","ArcGIS","50/50","Should be multiple choice. Illustrator, Photoshop, GIMP and others","Vector","Access;GIMP;Python;SQL Server","Python;SQL;JavaScript","File Geodatabase (ESRI)","GISP",7,6
"2019/06/17 4:26:18 PM GMT+1","Female","United States","Florida","25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$40,000 - $50,000","1-2 years","Specialist","Transportation","ArcGIS;AutoCAD;Google Earth;Microstation ","ArcGIS","No","No","Vector","Access;Microstation;SQL Server","No","File Geodatabase (ESRI)","No",8,7
"2019/06/17 4:31:15 PM GMT+1","Female","United States","Massachusetts","35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$75,000 - $100,000","11-25 years","Coordinator","Local Government","ArcGIS","ArcGIS","A bit","No","Vector","Access","Minimal within ArcMap","File Geodatabase (ESRI)","No",9,10
"2019/06/17 4:33:36 PM GMT+1","Male","United States","Oklahoma","18 to 24","High School or equivalent",,"Student - University/College","Under $20,000","2-5 years",,,"ArcGIS;QGIS","ArcGIS","50/50","No","50/50","Excel","No;Python","None (ShapeFiles baby)","No",7,7
"2019/06/17 4:35:10 PM GMT+1","Male","Israel",,"18 to 24","High School or equivalent",,"Entry level","$30,000 - $40,000","1-2 years","Analyst","A combination of GIS, real estate and government work.","ArcGIS;AutoCAD;Google Earth;QGIS","ArcGIS","A bit","No","50/50","Pix4D;SQL Server","No but I am trying to incorporate it, still self-learning python.","File Geodatabase (ESRI)","No",10,7
"2019/06/17 4:37:49 PM GMT+1","Male","Canada",,"45 to 54","Master's Degree","Maybe","Mid level","$30,000 - $40,000","5-10 years","Analyst","Education","ArcGIS;Google Earth;GRASS;QGIS","ArcGIS","No","No","Vector","Access","No","File Geodatabase (ESRI)","No",6,8
"2019/06/17 4:42:51 PM GMT+1","Male","United States","Colorado","25 to 34","Master's Degree","Maybe","Mid level","$40,000 - $50,000","1-2 years","Specialist","Natural Resources","ArcGIS;Google Earth;GRASS;QGIS","ArcGIS","A bit","No","Vector","PyCharm;Python","Python","File Geodatabase (ESRI)","No",7,8
"2019/06/17 4:45:01 PM GMT+1","Male","United States",,"25 to 34","Bachelor's (Undergraduate) Degree",,"Entry level","$30,000 - $40,000","1-2 years","Technician","Defense","ArcGIS;Google Earth","ArcGIS","Exclusively","No","Vector","SQL Server","No","None (ShapeFiles baby)","No",8,7
"2019/06/17 4:46:10 PM GMT+1","Male","United States","Ohio","18 to 24","2-Year Degree (Technical, Certificate, Associate's, etc)",,"Mangement","$50,000 - $75,000","5-10 years","Manager","Remote Sensing","ArcGIS;Global Mapper;Google Earth;GRASS;QGIS","ArcGIS","No","No","Vector","Access;FME;GDAL;Matlab;Microstation;Pix4D;PostGIS;PyCharm;Python;R","Python;.NET;C#","File Geodatabase (ESRI)","No",7,2
"2019/06/17 4:46:58 PM GMT+1","Male","Germany",,"25 to 34","High School or equivalent",,"Student - University/College","Under $20,000","Not employed.",,"Academia","ArcGIS;ERDAS;QGIS","ArcGIS","No","Illustrator","Vector","GDAL;Python;R;SQL Server","Python;SQL;JavaScript;Java","PostgreSQL","No",7,9
"2019/06/17 4:51:34 PM GMT+1","Female","United States","Utah","25 to 34","Bachelor's (Undergraduate) Degree","N/A","Mid level","$40,000 - $50,000","1-2 years","Specialist","Environmental","ArcGIS;Google Earth;QGIS","ArcGIS","50/50","Illustrator","Vector","Access;Python","Python","File Geodatabase (ESRI)","No",9,10
"2019/06/17 4:54:05 PM GMT+1","Female","United States","Tennessee","25 to 34","Master's Degree","Yes","Entry level","$40,000 - $50,000","1-2 years","Solution Engineer","GIS","ArcGIS;Google Earth;MapInfo;QGIS","ArcGIS","50/50","Illustrator","Vector","InDesign;PostGIS;Python;SQL Server","Python;SQL","SQL Server","No",9,10
"2019/06/17 4:54:09 PM GMT+1","Male","United States","Arkansas","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","2-5 years","Administrator ","Energy","ArcGIS;AutoCAD","ArcGIS","A bit","No","Vector","FME;Python;SQL Server","Python;SQL","SQL Server","No",7,9
"2019/06/17 4:54:52 PM GMT+1","Male","United States","Texas","25 to 34","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","5-10 years","Analyst","Local Government","ArcGIS;Google Earth","ArcGIS","A bit","Illustrator","50/50","Python;SQL Server","No","File Geodatabase (ESRI)","No",7,8
"2019/06/17 4:55:14 PM GMT+1","Male","Canada",,"25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","2-5 years","Spatial Data Scientist","Environmental","QGIS","QGIS","Primarily","No","Raster","Python;R","Python;JavaScript","File Geodatabase (ESRI)","No",8,4
"2019/06/17 4:56:44 PM GMT+1","Male","Norway",,"35 to 44","Master's Degree",,"Mid level","$100,000 - $150,000","11-25 years","Project Manager","Civil Engineering","ArcGIS;AutoCAD;Google Earth;QGIS","QGIS",,"No","Vector","FME;GDAL;PostGIS;PyCharm;Python","Python;SQL;JavaScript","PostgreSQL","No",10,9
"2019/06/17 4:57:11 PM GMT+1","Female","United States","California","35 to 44","Master's Degree","Yes","Mid level","$100,000 - $150,000","5-10 years","Analyst","Transportation","ArcGIS;AutoCAD;Google Earth","ArcGIS","A bit","No","Vector","SQL Server","Python;JavaScript;Html ","SQL Server","GISP",10,10
"2019/06/17 4:57:51 PM GMT+1","Female","United States","Massachusetts","25 to 34","Master's Degree","Yes","Mid level","$75,000 - $100,000","2-5 years","Analyst","Real Estate","ArcGIS;Google Earth","ArcGIS","Primarily","No","Vector","Access;Python","No","File Geodatabase (ESRI)","No",8,9
"2019/06/17 4:59:27 PM GMT+1","Male","Canada",,"35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$75,000 - $100,000","11-25 years","Solution Architect","GIS","ArcGIS;Google Earth","ArcGIS","A bit","No","50/50","Access;FME;PyCharm;Python","No","Oracle","No",8,8
"2019/06/17 5:01:03 PM GMT+1","Female","United States","New Mexico","35 to 44","Master's Degree","Yes","Mid level","$40,000 - $50,000","5-10 years","Specialist","Forestry","ArcGIS;ENVI;ERDAS;Global Mapper;Google Earth","ArcGIS","50/50","Illustrator","Vector",,"No","File Geodatabase (ESRI)","No",7,7
"2019/06/17 5:01:23 PM GMT+1","Male","Norway",,"25 to 34","Master's Degree","Yes","Entry level","$50,000 - $75,000","Under 1 year","landscape architect","architecture","ArcGIS;AutoCAD;Google Earth;QGIS","QGIS",,"Illustrator","50/50","GDAL;InDesign;rhino, illustrator, photoshop","No","None (ShapeFiles baby)","No",5,5
"2019/06/17 5:01:40 PM GMT+1","Male","United States","Washington","25 to 34","Bachelor's (Undergraduate) Degree","Maybe","Entry level","$40,000 - $50,000","1-2 years","Technician","Utilities","ArcGIS;AutoCAD;Google Earth","ArcGIS","No","Illustrator","50/50","SQL Server;ColdFusion, MySQL","SQL;JavaScript","SQL Server","No",8,7
"2019/06/17 5:02:43 PM GMT+1","Male","United States","North Carolina","18 to 24","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","2-5 years","Server",,"ArcGIS;Google Earth","ArcGIS","No","GIMP","Vector","GIMP;Python","Python;C#;Java","Oracle","No",10,10
"2019/06/17 5:03:13 PM GMT+1","Male","United States","Utah","35 to 44","Bachelor's (Undergraduate) Degree",,"Mid level","$50,000 - $75,000","11-25 years","Analyst","Natural Resources","ArcGIS;Global Mapper;Google Earth;GRASS;MapInfo;QGIS","ArcGIS","50/50","No","50/50","Access;PyCharm;Python;SQL Server","Python;JavaScript","File Geodatabase (ESRI)","No",7,6
"2019/06/17 5:03:19 PM GMT+1","Male","United States","Pennsylvania","18 to 24","Bachelor's (Undergraduate) Degree",,"Student - University/College","Under $20,000","Not employed.",,,"ArcGIS;Google Earth;QGIS","ArcGIS","50/50","No","50/50",,"N/A","None (ShapeFiles baby)","GISP",10,10
"2019/06/17 5:05:08 PM GMT+1","Male","United States","Pennsylvania","35 to 44","Master's Degree","Maybe","Mid level","$75,000 - $100,000","11-25 years","Analyst","Engineering","ArcGIS;AutoCAD;Google Earth","ArcGIS","50/50","No","50/50","Access;FME;GDAL;GIMP;Microstation;Pix4D;Python","Python;HTML","File Geodatabase (ESRI)","GISP",6,6
"2019/06/17 5:05:37 PM GMT+1","Male","United Kingdom","Not United States","18 to 24","Doctorate degree","Yes","Entry level","$20,000 - $30,000","Under 1 year","Research Assistant","Academia","QGIS;Python, SQL","QGIS","No","No","Vector","PostGIS;Python;R;SQL Server","Python;SQL","PostgreSQL","No",10,8
"2019/06/17 5:05:46 PM GMT+1","Male","United States","Ohio","18 to 24","In college, Junior in GIS",,"Student - University/College","Under $20,000","Not employed.",,"IT","ArcGIS;ERDAS;QGIS","ArcGIS","Exclusively","No","Vector","R","No","None (ShapeFiles baby)","No",8,6
"2019/06/17 5:05:58 PM GMT+1","Male","United States","Minnesota","25 to 34","Master's Degree","Yes","Mid level","$50,000 - $75,000","5-10 years","Project Manager","Civil Engineering","ArcGIS;AutoCAD;QGIS","ArcGIS","A bit","No","Vector","Pix4D;PostGIS;Python;SQL Server","Python;.NET;C#","SQL Server","No",9,9
"2019/06/17 5:06:02 PM GMT+1","Female","United States","Illinois","25 to 34","Master's Degree","Maybe","Entry level","$50,000 - $75,000","Under 1 year","Analyst","Local Government","ArcGIS","ArcGIS","No","No","Vector","Microstation","No;Python","File Geodatabase (ESRI)","No",2,8
"2019/06/17 5:16:08 PM GMT+1","Female","United States","Texas","35 to 44","Master's Degree","Maybe","Entry level","$50,000 - $75,000","11-25 years","Analyst","Oil and Gas","ArcGIS;ERDAS;Google Earth;QGIS;PCI Geomatica","ArcGIS","No","No","Vector","Access","No","SQL Server","GISP",8,10
